,pos,text,node_trace,x_pos,y_pos,cutoff
NZ_JACHIV010000001.1.region006,"(3119.8, 2991.2)","P7<br>NZ_JACHIV010000001.1.region006<br>['NRPS', 'lanthipeptide-class-ii']<br>cinnamycin<br>0.52<br>GCF_71",BGC < 80% similarity,3119.8,2991.2,0.30
BGC0000503,"(3189.2, 3001.6)","BGC0000503<br>d<br>i<br>c<br>t<br>_<br>v<br>a<br>l<br>u<br>e<br>s<br>(<br>[<br>'<br>R<br>i<br>P<br>P<br>'<br>,<br> <br>'<br>c<br>i<br>n<br>n<br>a<br>m<br>y<br>c<br>i<br>n<br>'<br>]<br>)",MIBIG (KnownClusterBlast),3189.2,3001.6,0.30
NZ_JACHIV010000001.1.region008,"(1458.2, 1566.4)",P7<br>NZ_JACHIV010000001.1.region008<br>['arylpolyene']<br>abyssomicin M / abyssomicin N / abyssomicin O / abyssomicin P / abyssomicin Q / abyssomicin R / abyssomicin S / abyssomicin T / abyssomicin U / abyssomicin V / abyssomicin W / abyssomicin X<br>0.06<br>GCF_80,BGC < 40% similarity,1458.2,1566.4,0.30
BGC0001492,"(1446.1, 1476.5)","BGC0001492<br>d<br>i<br>c<br>t<br>_<br>v<br>a<br>l<br>u<br>e<br>s<br>(<br>[<br>'<br>P<br>o<br>l<br>y<br>k<br>e<br>t<br>i<br>d<br>e<br>'<br>,<br> <br>'<br>a<br>b<br>y<br>s<br>s<br>o<br>m<br>i<br>c<br>i<br>n<br> <br>M<br>;<br>a<br>b<br>y<br>s<br>s<br>o<br>m<br>i<br>c<br>i<br>n<br> <br>N<br>;<br>a<br>b<br>y<br>s<br>s<br>o<br>m<br>i<br>c<br>i<br>n<br> <br>O<br>;<br>a<br>b<br>y<br>s<br>s<br>o<br>m<br>i<br>c<br>i<br>n<br> <br>P<br>;<br>a<br>b<br>y<br>s<br>s<br>o<br>m<br>i<br>c<br>i<br>n<br> <br>Q<br>;<br>a<br>b<br>y<br>s<br>s<br>o<br>m<br>i<br>c<br>i<br>n<br> <br>R<br>;<br>a<br>b<br>y<br>s<br>s<br>o<br>m<br>i<br>c<br>i<br>n<br> <br>S<br>;<br>a<br>b<br>y<br>s<br>s<br>o<br>m<br>i<br>c<br>i<br>n<br> <br>T<br>;<br>a<br>b<br>y<br>s<br>s<br>o<br>m<br>i<br>c<br>i<br>n<br> <br>U<br>;<br>a<br>b<br>y<br>s<br>s<br>o<br>m<br>i<br>c<br>i<br>n<br> <br>V<br>;<br>a<br>b<br>y<br>s<br>s<br>o<br>m<br>i<br>c<br>i<br>n<br> <br>W<br>;<br>a<br>b<br>y<br>s<br>s<br>o<br>m<br>i<br>c<br>i<br>n<br> <br>X<br>'<br>]<br>)",MIBIG (KnownClusterBlast),1446.1,1476.5,0.30
NZ_JACHIV010000001.1.region009,"(1613.0, 1906.3)","P7<br>NZ_JACHIV010000001.1.region009<br>['lassopeptide', 'transAT-PKS']<br>iso-migrastatin / migrastatin / dorrigocin A / dorrigocin B / 13-epi-dorrigocin A<br>0.91<br>GCF_100",BGC >= 80% similarity,1613.0,1906.3,0.30
BGC0000177,"(1583.9, 1969.5)","BGC0000177<br>d<br>i<br>c<br>t<br>_<br>v<br>a<br>l<br>u<br>e<br>s<br>(<br>[<br>'<br>P<br>o<br>l<br>y<br>k<br>e<br>t<br>i<br>d<br>e<br>'<br>,<br> <br>'<br>i<br>s<br>o<br>-<br>m<br>i<br>g<br>r<br>a<br>s<br>t<br>a<br>t<br>i<br>n<br>;<br>m<br>i<br>g<br>r<br>a<br>s<br>t<br>a<br>t<br>i<br>n<br>;<br>d<br>o<br>r<br>r<br>i<br>g<br>o<br>c<br>i<br>n<br> <br>A<br>;<br>d<br>o<br>r<br>r<br>i<br>g<br>o<br>c<br>i<br>n<br> <br>B<br>;<br>1<br>3<br>-<br>e<br>p<br>i<br>-<br>d<br>o<br>r<br>r<br>i<br>g<br>o<br>c<br>i<br>n<br> <br>A<br>'<br>]<br>)",MIBIG (KnownClusterBlast),1583.9,1969.5,0.30
NZ_JACHIV010000001.1.region010,"(1311.1, 1789.7)",P7<br>NZ_JACHIV010000001.1.region010<br>['terpene']<br>geosmin<br>1.00<br>GCF_321,BGC >= 80% similarity,1311.1,1789.7,0.30
NZ_JACHIV010000001.1.region011,"(1358.6, 1978.6)",P7<br>NZ_JACHIV010000001.1.region011<br>['terpene']<br>hopene<br>0.31<br>GCF_96,BGC < 40% similarity,1358.6,1978.6,0.30
NZ_JACHIV010000001.1.region012,"(2124.8, 1448.5)",P7<br>NZ_JACHIV010000001.1.region012<br>['NAPAA']<br>thaxteramide C<br>0.08<br>GCF_86,BGC < 40% similarity,2124.8,1448.5,0.30
BGC0002025,"(2193.2, 1402.5)","BGC0002025<br>d<br>i<br>c<br>t<br>_<br>v<br>a<br>l<br>u<br>e<br>s<br>(<br>[<br>'<br>N<br>R<br>P<br>;<br>P<br>o<br>l<br>y<br>k<br>e<br>t<br>i<br>d<br>e<br>'<br>,<br> <br>'<br>t<br>h<br>a<br>x<br>t<br>e<br>r<br>a<br>m<br>i<br>d<br>e<br> <br>C<br>'<br>]<br>)",MIBIG (KnownClusterBlast),2193.2,1402.5,0.30
NZ_JACHIV010000001.1.region013,"(2324.8, 2512.5)",P7<br>NZ_JACHIV010000001.1.region013<br>['betalactone']<br>atolypene A / atolypene B<br>0.12<br>GCF_72,BGC < 40% similarity,2324.8,2512.5,0.30
NZ_JACHIV010000001.1.region014,"(2533.2, 1286.7)",P7<br>NZ_JACHIV010000001.1.region014<br>['terpene']<br>isorenieratene<br>0.57<br>GCF_65,BGC < 80% similarity,2533.2,1286.7,0.30
NZ_JACHIV010000001.1.region015,"(2747.8, 515.48)",P7<br>NZ_JACHIV010000001.1.region015<br>['T2PKS']<br>tetracenomycin C<br>0.33<br>GCF_299,BGC < 40% similarity,2747.8,515.48,0.30
BGC0000275,"(2791.9, 458.15)","BGC0000275<br>d<br>i<br>c<br>t<br>_<br>v<br>a<br>l<br>u<br>e<br>s<br>(<br>[<br>'<br>P<br>o<br>l<br>y<br>k<br>e<br>t<br>i<br>d<br>e<br>'<br>,<br> <br>'<br>t<br>e<br>t<br>r<br>a<br>c<br>e<br>n<br>o<br>m<br>y<br>c<br>i<br>n<br> <br>C<br>'<br>]<br>)",MIBIG (KnownClusterBlast),2791.9,458.15,0.30
NZ_JACHIV010000001.1.region016,"(391.83, 1268.6)","P7<br>NZ_JACHIV010000001.1.region016<br>['CDPS', 'terpene']<br>CDA1b / CDA2a / CDA2b / CDA3a / CDA3b / CDA4a / CDA4b<br>0.07<br>GCF_127",BGC < 40% similarity,391.83,1268.6,0.30
BGC0000315,"(463.04, 1258.0)","BGC0000315<br>d<br>i<br>c<br>t<br>_<br>v<br>a<br>l<br>u<br>e<br>s<br>(<br>[<br>'<br>N<br>R<br>P<br>'<br>,<br> <br>'<br>C<br>D<br>A<br>1<br>b<br>;<br>C<br>D<br>A<br>2<br>a<br>;<br>C<br>D<br>A<br>2<br>b<br>;<br>C<br>D<br>A<br>3<br>a<br>;<br>C<br>D<br>A<br>3<br>b<br>;<br>C<br>D<br>A<br>4<br>a<br>;<br>C<br>D<br>A<br>4<br>b<br>'<br>]<br>)",MIBIG (KnownClusterBlast),463.04,1258.0,0.30
NZ_JACHIV010000001.1.region018,"(577.83, 2163.2)","P7<br>NZ_JACHIV010000001.1.region018<br>['NRPS-like', 'NRPS']<br>ashimides<br>0.08<br>GCF_255",BGC < 40% similarity,577.83,2163.2,0.30
BGC0001961,"(621.73, 2220.6)",BGC0001961,MIBIG (KnownClusterBlast),621.73,2220.6,0.30
NZ_JACHIV010000001.1.region019,"(1785.4, 1786.8)",P7<br>NZ_JACHIV010000001.1.region019<br>['T1PKS']<br>nystatin A1<br>0.64<br>GCF_115,BGC < 80% similarity,1785.4,1786.8,0.30
NZ_JACHIV010000001.1.region020,"(1868.9, 1775.5)",P7<br>NZ_JACHIV010000001.1.region020<br>['T1PKS']<br>kanglemycin A / kanglemycin V1 / kanglemycin V2<br>0.09<br>GCF_90,BGC < 40% similarity,1868.9,1775.5,0.30
BGC0002009,"(1886.6, 1850.8)","BGC0002009<br>d<br>i<br>c<br>t<br>_<br>v<br>a<br>l<br>u<br>e<br>s<br>(<br>[<br>'<br>P<br>o<br>l<br>y<br>k<br>e<br>t<br>i<br>d<br>e<br>'<br>,<br> <br>'<br>k<br>a<br>n<br>g<br>l<br>e<br>m<br>y<br>c<br>i<br>n<br> <br>A<br>;<br>k<br>a<br>n<br>g<br>l<br>e<br>m<br>y<br>c<br>i<br>n<br> <br>V<br>1<br>;<br>k<br>a<br>n<br>g<br>l<br>e<br>m<br>y<br>c<br>i<br>n<br> <br>V<br>2<br>'<br>]<br>)",MIBIG (KnownClusterBlast),1886.6,1850.8,0.30
NZ_JACHIV010000001.1.region022,"(1643.0, 1882.6)","P7<br>NZ_JACHIV010000001.1.region022<br>['lanthipeptide-class-iii', 'RRE-containing']<br>Ery-9 / Ery-6 / Ery-8 / Ery-7 / Ery-5 / Ery-4 / Ery-3<br>1.00<br>GCF_47",BGC >= 80% similarity,1643.0,1882.6,0.30
NZ_JACHIV010000001.1.region023,"(2088.5, 879.13)",P7<br>NZ_JACHIV010000001.1.region023<br>['ectoine']<br>ectoine<br>1.00<br>GCF_1,BGC >= 80% similarity,2088.5,879.13,0.30
NZ_CP059557.1.region001,"(2135.0, 931.96)",P7<br>NZ_CP059557.1.region001<br>['ectoine']<br>ectoine<br>1.00<br>GCF_1,BGC >= 80% similarity,2135.0,931.96,0.30
NZ_CP059557.1.region002,"(1625.0, 1851.6)","P7<br>NZ_CP059557.1.region002<br>['RRE-containing', 'lanthipeptide-class-iii']<br>Ery-9 / Ery-6 / Ery-8 / Ery-7 / Ery-5 / Ery-4 / Ery-3<br>1.00<br>GCF_47",BGC >= 80% similarity,1625.0,1851.6,0.30
NZ_CP059557.1.region003,"(1836.9, 1764.8)",P7<br>NZ_CP059557.1.region003<br>['T1PKS']<br>kanglemycin A / kanglemycin V1 / kanglemycin V2<br>0.09<br>GCF_90,BGC < 40% similarity,1836.9,1764.8,0.30
NZ_CP059557.1.region004,"(1805.2, 1893.4)",P7<br>NZ_CP059557.1.region004<br>['T1PKS']<br>nystatin A1<br>0.77<br>GCF_115,BGC < 80% similarity,1805.2,1893.4,0.30
NZ_CP059557.1.region005,"(229.49, 1485.6)","P7<br>NZ_CP059557.1.region005<br>['butyrolactone', 'RiPP-like']<br>viguiepinol<br>0.13<br>GCF_170",BGC < 40% similarity,229.49,1485.6,0.30
BGC0000286,"(300.7, 1475.0)","BGC0000286<br>d<br>i<br>c<br>t<br>_<br>v<br>a<br>l<br>u<br>e<br>s<br>(<br>[<br>'<br>P<br>o<br>l<br>y<br>k<br>e<br>t<br>i<br>d<br>e<br>'<br>,<br> <br>'<br>v<br>i<br>g<br>u<br>i<br>e<br>p<br>i<br>n<br>o<br>l<br>'<br>]<br>)",MIBIG (KnownClusterBlast),300.7,1475.0,0.30
NZ_CP059557.1.region006,"(1221.5, 3190.6)",P7<br>NZ_CP059557.1.region006<br>['hglE-KS']<br>goadsporin<br>0.12<br>GCF_288,BGC < 40% similarity,1221.5,3190.6,0.30
BGC0000565,"(1292.7, 3180.0)","BGC0000565<br>d<br>i<br>c<br>t<br>_<br>v<br>a<br>l<br>u<br>e<br>s<br>(<br>[<br>'<br>R<br>i<br>P<br>P<br>'<br>,<br> <br>'<br>g<br>o<br>a<br>d<br>s<br>p<br>o<br>r<br>i<br>n<br>'<br>]<br>)",MIBIG (KnownClusterBlast),1292.7,3180.0,0.30
NZ_CP059557.1.region007,"(198.49, 2229.6)","P7<br>NZ_CP059557.1.region007<br>['NRPS-like', 'transAT-PKS']<br>cycloheximide<br>0.67<br>GCF_232",BGC < 80% similarity,198.49,2229.6,0.30
BGC0000175,"(269.7, 2219.0)","BGC0000175<br>d<br>i<br>c<br>t<br>_<br>v<br>a<br>l<br>u<br>e<br>s<br>(<br>[<br>'<br>P<br>o<br>l<br>y<br>k<br>e<br>t<br>i<br>d<br>e<br>'<br>,<br> <br>'<br>c<br>y<br>c<br>l<br>o<br>h<br>e<br>x<br>i<br>m<br>i<br>d<br>e<br>'<br>]<br>)",MIBIG (KnownClusterBlast),269.7,2219.0,0.30
NZ_CP059557.1.region009,"(198.49, 2136.6)",P7<br>NZ_CP059557.1.region009<br>['amglyccycl']<br>hydroxystreptomycin<br>0.50<br>GCF_197,BGC < 80% similarity,198.49,2136.6,0.30
BGC0000690,"(269.7, 2126.0)","BGC0000690<br>d<br>i<br>c<br>t<br>_<br>v<br>a<br>l<br>u<br>e<br>s<br>(<br>[<br>'<br>S<br>a<br>c<br>c<br>h<br>a<br>r<br>i<br>d<br>e<br>'<br>,<br> <br>'<br>h<br>y<br>d<br>r<br>o<br>x<br>y<br>s<br>t<br>r<br>e<br>p<br>t<br>o<br>m<br>y<br>c<br>i<br>n<br>'<br>]<br>)",MIBIG (KnownClusterBlast),269.7,2126.0,0.30
NZ_CP059557.1.region010,"(2824.2, 1911.1)",P7<br>NZ_CP059557.1.region010<br>['redox-cofactor']<br>lankacidin C<br>0.20<br>GCF_187,BGC < 40% similarity,2824.2,1911.1,0.30
NZ_CP059557.1.region011,"(322.49, 613.21)","P7<br>NZ_CP059557.1.region011<br>['T1PKS', 'NRPS']<br>SGR PTMs<br>0.83<br>GCF_238",BGC >= 80% similarity,322.49,613.21,0.30
BGC0001043,"(366.38, 670.63)","BGC0001043<br>d<br>i<br>c<br>t<br>_<br>v<br>a<br>l<br>u<br>e<br>s<br>(<br>[<br>'<br>N<br>R<br>P<br>;<br>P<br>o<br>l<br>y<br>k<br>e<br>t<br>i<br>d<br>e<br>'<br>,<br> <br>'<br>S<br>G<br>R<br> <br>P<br>T<br>M<br>s<br>;<br>S<br>G<br>R<br> <br>P<br>T<br>M<br> <br>C<br>o<br>m<br>p<br>o<br>u<br>n<br>d<br> <br>b<br>;<br>S<br>G<br>R<br> <br>P<br>T<br>M<br> <br>C<br>o<br>m<br>p<br>o<br>u<br>n<br>d<br> <br>c<br>;<br>S<br>G<br>R<br> <br>P<br>T<br>M<br> <br>C<br>o<br>m<br>p<br>o<br>u<br>n<br>d<br> <br>d<br>'<br>]<br>)",MIBIG (KnownClusterBlast),366.38,670.63,0.30
NZ_CP059557.1.region012,"(2714.2, 2629.4)","P7<br>NZ_CP059557.1.region012<br>['lassopeptide', 'RRE-containing']<br>ulleungmycin<br>0.06<br>GCF_220",BGC < 40% similarity,2714.2,2629.4,0.30
BGC0001814,"(2735.6, 2560.0)","BGC0001814<br>d<br>i<br>c<br>t<br>_<br>v<br>a<br>l<br>u<br>e<br>s<br>(<br>[<br>'<br>N<br>R<br>P<br>'<br>,<br> <br>'<br>u<br>l<br>l<br>e<br>u<br>n<br>g<br>m<br>y<br>c<br>i<br>n<br>'<br>]<br>)",MIBIG (KnownClusterBlast),2735.6,2560.0,0.30
NZ_CP059557.1.region013,"(1777.4, 2606.9)",P7<br>NZ_CP059557.1.region013<br>['T1PKS']<br>kedarcidin<br>0.05<br>GCF_273,BGC < 40% similarity,1777.4,2606.9,0.30
BGC0000081,"(1811.6, 2531.4)","BGC0000081<br>d<br>i<br>c<br>t<br>_<br>v<br>a<br>l<br>u<br>e<br>s<br>(<br>[<br>'<br>N<br>R<br>P<br>;<br>P<br>o<br>l<br>y<br>k<br>e<br>t<br>i<br>d<br>e<br>'<br>,<br> <br>'<br>k<br>e<br>d<br>a<br>r<br>c<br>i<br>d<br>i<br>n<br>'<br>]<br>)",MIBIG (KnownClusterBlast),1811.6,2531.4,0.30
NZ_CP059557.1.region014,"(2565.7, 1312.6)",P7<br>NZ_CP059557.1.region014<br>['terpene']<br>isorenieratene<br>0.57<br>GCF_65,BGC < 80% similarity,2565.7,1312.6,0.30
NZ_CP059557.1.region015,"(2358.3, 2551.1)",P7<br>NZ_CP059557.1.region015<br>['betalactone']<br>atolypene A / atolypene B<br>0.12<br>GCF_72,BGC < 40% similarity,2358.3,2551.1,0.30
NZ_CP059557.1.region016,"(2106.5, 1403.5)",P7<br>NZ_CP059557.1.region016<br>['NAPAA']<br>thaxteramide C<br>0.08<br>GCF_86,BGC < 40% similarity,2106.5,1403.5,0.30
NZ_CP059557.1.region017,"(1341.3, 1949.4)",P7<br>NZ_CP059557.1.region017<br>['terpene']<br>hopene<br>0.38<br>GCF_96,BGC < 40% similarity,1341.3,1949.4,0.30
NZ_CP059557.1.region018,"(1318.2, 1804.9)",P7<br>NZ_CP059557.1.region018<br>['terpene']<br>geosmin<br>1.00<br>GCF_313,BGC >= 80% similarity,1318.2,1804.9,0.30
NZ_CP059557.1.region019,"(1568.1, 1877.6)",P7<br>NZ_CP059557.1.region019<br>['lassopeptide']<br>citrulassin E<br>0.67<br>GCF_228,BGC < 80% similarity,1568.1,1877.6,0.30
BGC0001551,"(1577.1, 1978.6)","BGC0001551<br>d<br>i<br>c<br>t<br>_<br>v<br>a<br>l<br>u<br>e<br>s<br>(<br>[<br>'<br>R<br>i<br>P<br>P<br>'<br>,<br> <br>'<br>c<br>i<br>t<br>r<br>u<br>l<br>a<br>s<br>s<br>i<br>n<br> <br>E<br>'<br>]<br>)",MIBIG (KnownClusterBlast),1577.1,1978.6,0.30
NZ_CP059557.1.region021,"(2020.2, 1768.7)","P7<br>NZ_CP059557.1.region021<br>['ranthipeptide', 'T2PKS']<br>hiroshidine<br>0.59<br>GCF_171",BGC < 80% similarity,2020.2,1768.7,0.30
BGC0001960,"(2125.5, 1773.8)","BGC0001960<br>d<br>i<br>c<br>t<br>_<br>v<br>a<br>l<br>u<br>e<br>s<br>(<br>[<br>'<br>P<br>o<br>l<br>y<br>k<br>e<br>t<br>i<br>d<br>e<br>'<br>,<br> <br>'<br>h<br>i<br>r<br>o<br>s<br>h<br>i<br>d<br>i<br>n<br>e<br>'<br>]<br>)",MIBIG (KnownClusterBlast),2125.5,1773.8,0.30
NZ_CP059557.1.region022,"(3164.0, 2932.0)","P7<br>NZ_CP059557.1.region022<br>['lanthipeptide-class-ii', 'NRPS']<br>cinnamycin<br>0.52<br>GCF_71",BGC < 80% similarity,3164.0,2932.0,0.30
NZ_CP059557.1.region023,"(1222.8, 1385.0)",P7<br>NZ_CP059557.1.region023<br>['terpene']<br>SF2575<br>0.07<br>GCF_2,BGC < 40% similarity,1222.8,1385.0,0.30
NZ_CP059557.1.region024,"(1135.1, 1653.1)",P7<br>NZ_CP059557.1.region024<br>['indole']<br>fortimicin<br>0.05<br>GCF_99,BGC < 40% similarity,1135.1,1653.1,0.30
NZ_CP059557.1.region025,"(1762.5, 1456.4)",P7<br>NZ_CP059557.1.region025<br>['NRPS']<br>bacillibactin<br>0.15<br>GCF_55,BGC < 40% similarity,1762.5,1456.4,0.30
NZ_CP059556.1.region001,"(2098.3, 919.63)",P7<br>NZ_CP059556.1.region001<br>['ectoine']<br>ectoine<br>1.00<br>GCF_1,BGC >= 80% similarity,2098.3,919.63,0.30
NZ_CP059556.1.region003,"(1633.2, 1862.6)","P7<br>NZ_CP059556.1.region003<br>['RRE-containing', 'lanthipeptide-class-iii']<br>Ery-9 / Ery-6 / Ery-8 / Ery-7 / Ery-5 / Ery-4 / Ery-3<br>1.00<br>GCF_47",BGC >= 80% similarity,1633.2,1862.6,0.30
NZ_CP059556.1.region004,"(1891.9, 1994.4)",P7<br>NZ_CP059556.1.region004<br>['T1PKS']<br>nystatin A1<br>0.68<br>GCF_269,BGC < 80% similarity,1891.9,1994.4,0.30
NZ_CP059556.1.region005,"(1201.4, 1402.0)",P7<br>NZ_CP059556.1.region005<br>['terpene']<br>SF2575<br>0.07<br>GCF_2,BGC < 40% similarity,1201.4,1402.0,0.30
NZ_CP059556.1.region006,"(3144.8, 3060.8)","P7<br>NZ_CP059556.1.region006<br>['NRPS', 'lanthipeptide-class-ii']<br>cinnamycin<br>0.52<br>GCF_71",BGC < 80% similarity,3144.8,3060.8,0.30
NZ_CP059556.1.region008,"(1438.9, 1590.7)","P7<br>NZ_CP059556.1.region008<br>['arylpolyene', 'CDPS']<br>herboxidiene<br>0.02<br>GCF_80",BGC < 40% similarity,1438.9,1590.7,0.30
BGC0001065,"(1350.4, 1600.0)","BGC0001065<br>d<br>i<br>c<br>t<br>_<br>v<br>a<br>l<br>u<br>e<br>s<br>(<br>[<br>'<br>P<br>o<br>l<br>y<br>k<br>e<br>t<br>i<br>d<br>e<br>'<br>,<br> <br>'<br>h<br>e<br>r<br>b<br>o<br>x<br>i<br>d<br>i<br>e<br>n<br>e<br>'<br>]<br>)",MIBIG (KnownClusterBlast),1350.4,1600.0,0.30
NZ_CP059556.1.region009,"(1969.6, 1970.5)",P7<br>NZ_CP059556.1.region009<br>['NRPS']<br>thiazostatin / watasemycin A / watasemycin B / 2-hydroxyphenylthiazoline enantiopyochelin / isopyochelin<br>0.40<br>GCF_252,BGC < 80% similarity,1969.6,1970.5,0.30
BGC0001801,"(2039.6, 2056.6)","BGC0001801<br>d<br>i<br>c<br>t<br>_<br>v<br>a<br>l<br>u<br>e<br>s<br>(<br>[<br>'<br>N<br>R<br>P<br>'<br>,<br> <br>'<br>t<br>h<br>i<br>a<br>z<br>o<br>s<br>t<br>a<br>t<br>i<br>n<br>;<br>w<br>a<br>t<br>a<br>s<br>e<br>m<br>y<br>c<br>i<br>n<br> <br>A<br>;<br>w<br>a<br>t<br>a<br>s<br>e<br>m<br>y<br>c<br>i<br>n<br> <br>B<br>;<br>2<br>-<br>h<br>y<br>d<br>r<br>o<br>x<br>y<br>p<br>h<br>e<br>n<br>y<br>l<br>t<br>h<br>i<br>a<br>z<br>o<br>l<br>i<br>n<br>e<br> <br>e<br>n<br>a<br>n<br>t<br>i<br>o<br>p<br>y<br>o<br>c<br>h<br>e<br>l<br>i<br>n<br>;<br>i<br>s<br>o<br>p<br>y<br>o<br>c<br>h<br>e<br>l<br>i<br>n<br>'<br>]<br>)",MIBIG (KnownClusterBlast),2039.6,2056.6,0.30
NZ_CP059556.1.region010,"(2032.7, 1826.2)","P7<br>NZ_CP059556.1.region010<br>['NRPS', 'T1PKS']<br>pactamides<br>0.33<br>GCF_233",BGC < 40% similarity,2032.7,1826.2,0.30
NZ_CP059556.1.region011,"(1393.9, 1985.8)",P7<br>NZ_CP059556.1.region011<br>['terpene']<br>hopene<br>0.31<br>GCF_96,BGC < 40% similarity,1393.9,1985.8,0.30
NZ_CP059556.1.region012,"(2165.8, 1341.8)",P7<br>NZ_CP059556.1.region012<br>['NAPAA']<br>polyoxin A / polyoxin H<br>0.05<br>GCF_86,BGC < 40% similarity,2165.8,1341.8,0.30
BGC0000877,"(2235.9, 1298.0)","BGC0000877<br>d<br>i<br>c<br>t<br>_<br>v<br>a<br>l<br>u<br>e<br>s<br>(<br>[<br>'<br>O<br>t<br>h<br>e<br>r<br>'<br>,<br> <br>'<br>p<br>o<br>l<br>y<br>o<br>x<br>i<br>n<br> <br>A<br>;<br>p<br>o<br>l<br>y<br>o<br>x<br>i<br>n<br> <br>H<br>'<br>]<br>)",MIBIG (KnownClusterBlast),2235.9,1298.0,0.30
NZ_CP059556.1.region013,"(1155.0, 2405.0)",P7<br>NZ_CP059556.1.region013<br>['NRPS-like']<br>streptothricin<br>0.79<br>GCF_244,BGC < 80% similarity,1155.0,2405.0,0.30
NZ_CP059556.1.region014,"(2599.5, 1311.6)",P7<br>NZ_CP059556.1.region014<br>['terpene']<br>isorenieratene<br>0.57<br>GCF_65,BGC < 80% similarity,2599.5,1311.6,0.30
NZ_CP059556.1.region015,"(2403.1, 2542.1)",P7<br>NZ_CP059556.1.region015<br>['betalactone']<br>atolypene A / atolypene B<br>0.18<br>GCF_72,BGC < 40% similarity,2403.1,2542.1,0.30
NZ_CP059556.1.region016,"(1325.9, 1769.7)",P7<br>NZ_CP059556.1.region016<br>['terpene']<br>geosmin<br>1.00<br>GCF_328,BGC >= 80% similarity,1325.9,1769.7,0.30
NZ_CP059556.1.region017,"(2816.0, 390.0)",P7<br>NZ_CP059556.1.region017<br>['T2PKS']<br>tetracenomycin C<br>0.33<br>GCF_286,BGC < 40% similarity,2816.0,390.0,0.30
NZ_CP059556.1.region018,"(1571.9, 1868.2)","P7<br>NZ_CP059556.1.region018<br>['transAT-PKS', 'lassopeptide']<br>iso-migrastatin / migrastatin / dorrigocin A / dorrigocin B / 13-epi-dorrigocin A<br>0.91<br>GCF_100",BGC >= 80% similarity,1571.9,1868.2,0.30
NZ_CP059556.1.region019,"(570.49, 1476.5)",P7<br>NZ_CP059556.1.region019<br>['amglyccycl']<br>pyralomicin 1a<br>0.19<br>GCF_195,BGC < 40% similarity,570.49,1476.5,0.30
BGC0001038,"(614.51, 1419.2)","BGC0001038<br>d<br>i<br>c<br>t<br>_<br>v<br>a<br>l<br>u<br>e<br>s<br>(<br>[<br>'<br>N<br>R<br>P<br>;<br>P<br>o<br>l<br>y<br>k<br>e<br>t<br>i<br>d<br>e<br>'<br>,<br> <br>'<br>p<br>y<br>r<br>a<br>l<br>o<br>m<br>i<br>c<br>i<br>n<br> <br>1<br>a<br>'<br>]<br>)",MIBIG (KnownClusterBlast),614.51,1419.2,0.30
NZ_CP059556.1.region020,"(198.49, 1764.6)",P7<br>NZ_CP059556.1.region020<br>['T1PKS']<br>elaiophylin<br>0.08<br>GCF_280,BGC < 40% similarity,198.49,1764.6,0.30
BGC0000053,"(269.7, 1754.0)","BGC0000053<br>d<br>i<br>c<br>t<br>_<br>v<br>a<br>l<br>u<br>e<br>s<br>(<br>[<br>'<br>P<br>o<br>l<br>y<br>k<br>e<br>t<br>i<br>d<br>e<br>'<br>,<br> <br>'<br>e<br>l<br>a<br>i<br>o<br>p<br>h<br>y<br>l<br>i<br>n<br>'<br>]<br>)",MIBIG (KnownClusterBlast),269.7,1754.0,0.30
NZ_CP059556.1.region021,"(1805.5, 1496.6)",P7<br>NZ_CP059556.1.region021<br>['NRPS']<br>bacillibactin<br>0.15<br>GCF_55,BGC < 40% similarity,1805.5,1496.6,0.30
NZ_CP059556.1.region022,"(198.49, 1206.6)",P7<br>NZ_CP059556.1.region022<br>['terpene']<br>prejadomycin / rabelomycin / gaudimycin C / gaudimycin D / UWM6 / gaudimycin A<br>0.06<br>GCF_301,BGC < 40% similarity,198.49,1206.6,0.30
BGC0000262,"(269.7, 1196.0)","BGC0000262<br>d<br>i<br>c<br>t<br>_<br>v<br>a<br>l<br>u<br>e<br>s<br>(<br>[<br>'<br>P<br>o<br>l<br>y<br>k<br>e<br>t<br>i<br>d<br>e<br>;<br>S<br>a<br>c<br>c<br>h<br>a<br>r<br>i<br>d<br>e<br>'<br>,<br> <br>'<br>p<br>r<br>e<br>j<br>a<br>d<br>o<br>m<br>y<br>c<br>i<br>n<br>;<br>r<br>a<br>b<br>e<br>l<br>o<br>m<br>y<br>c<br>i<br>n<br>;<br>g<br>a<br>u<br>d<br>i<br>m<br>y<br>c<br>i<br>n<br> <br>C<br>;<br>g<br>a<br>u<br>d<br>i<br>m<br>y<br>c<br>i<br>n<br> <br>D<br>;<br>U<br>W<br>M<br>6<br>;<br>g<br>a<br>u<br>d<br>i<br>m<br>y<br>c<br>i<br>n<br> <br>A<br>'<br>]<br>)",MIBIG (KnownClusterBlast),269.7,1196.0,0.30
NZ_CP059556.1.region023,"(2551.9, 2301.8)",P7<br>NZ_CP059556.1.region023<br>['terpene']<br>brasilicardin A<br>0.38<br>GCF_122,BGC < 40% similarity,2551.9,2301.8,0.30
NZ_VWPH01000001.1.region001,"(1250.1, 2911.6)",P1<br>NZ_VWPH01000001.1.region001<br>['NRPS']<br>desotamide<br>0.09<br>GCF_248,BGC < 40% similarity,1250.1,2911.6,0.30
