,pos,text,node_trace,x_pos,y_pos,cutoff
BGC0000315,"(396.04, 2118.0)","BGC0000315<br>d<br>i<br>c<br>t<br>_<br>v<br>a<br>l<br>u<br>e<br>s<br>(<br>[<br>'<br>N<br>R<br>P<br>'<br>,<br> <br>'<br>C<br>D<br>A<br>1<br>b<br>;<br>C<br>D<br>A<br>2<br>a<br>;<br>C<br>D<br>A<br>2<br>b<br>;<br>C<br>D<br>A<br>3<br>a<br>;<br>C<br>D<br>A<br>3<br>b<br>;<br>C<br>D<br>A<br>4<br>a<br>;<br>C<br>D<br>A<br>4<br>b<br>'<br>]<br>)",MIBIG (KnownClusterBlast),396.04,2118.0,0.30
NZ_JACHIV010000001.1.region018,"(534.83, 3116.2)","P7<br>NZ_JACHIV010000001.1.region018<br>['NRPS-like', 'NRPS']<br>ashimides<br>0.08<br>GCF_292",BGC < 40% similarity,534.83,3116.2,0.30
BGC0001961,"(578.73, 3173.6)",BGC0001961,MIBIG (KnownClusterBlast),578.73,3173.6,0.30
NZ_JACHIV010000001.1.region019,"(1562.5, 2003.7)",P7<br>NZ_JACHIV010000001.1.region019<br>['T1PKS']<br>candicidin<br>0.67<br>GCF_95,BGC < 80% similarity,1562.5,2003.7,0.30
NZ_JACHIV010000001.1.region020,"(1639.0, 2042.9)",P7<br>NZ_JACHIV010000001.1.region020<br>['T1PKS']<br>kanglemycin A / kanglemycin V1 / kanglemycin V2<br>0.09<br>GCF_49,BGC < 40% similarity,1639.0,2042.9,0.30
BGC0002009,"(1650.6, 2101.9)","BGC0002009<br>d<br>i<br>c<br>t<br>_<br>v<br>a<br>l<br>u<br>e<br>s<br>(<br>[<br>'<br>P<br>o<br>l<br>y<br>k<br>e<br>t<br>i<br>d<br>e<br>'<br>,<br> <br>'<br>k<br>a<br>n<br>g<br>l<br>e<br>m<br>y<br>c<br>i<br>n<br> <br>A<br>;<br>k<br>a<br>n<br>g<br>l<br>e<br>m<br>y<br>c<br>i<br>n<br> <br>V<br>1<br>;<br>k<br>a<br>n<br>g<br>l<br>e<br>m<br>y<br>c<br>i<br>n<br> <br>V<br>2<br>'<br>]<br>)",MIBIG (KnownClusterBlast),1650.6,2101.9,0.30
NZ_JACHIV010000001.1.region022,"(1430.1, 2172.7)","P7<br>NZ_JACHIV010000001.1.region022<br>['lanthipeptide-class-iii', 'RRE-containing']<br>Ery-9 / Ery-6 / Ery-8 / Ery-7 / Ery-5 / Ery-4 / Ery-3<br>1.00<br>GCF_38",P7 | BGC (Erythreapeptin),1430.1,2172.7,0.30
NZ_JACHIV010000001.1.region023,"(917.83, 933.92)",P7<br>NZ_JACHIV010000001.1.region023<br>['ectoine']<br>ectoine<br>1.00<br>GCF_1,BGC >= 80% similarity,917.83,933.92,0.30
NZ_CP059557.1.region001,"(920.9, 973.61)",P7<br>NZ_CP059557.1.region001<br>['ectoine']<br>ectoine<br>1.00<br>GCF_1,BGC >= 80% similarity,920.9,973.61,0.30
NZ_CP059557.1.region002,"(1406.0, 2137.0)","P7<br>NZ_CP059557.1.region002<br>['RRE-containing', 'lanthipeptide-class-iii']<br>Ery-9 / Ery-6 / Ery-8 / Ery-7 / Ery-5 / Ery-4 / Ery-3<br>1.00<br>GCF_38",P7 | BGC (Erythreapeptin),1406.0,2137.0,0.30
NZ_CP059557.1.region003,"(1599.2, 2029.4)",P7<br>NZ_CP059557.1.region003<br>['T1PKS']<br>kanglemycin A / kanglemycin V1 / kanglemycin V2<br>0.09<br>GCF_49,BGC < 40% similarity,1599.2,2029.4,0.30
NZ_CP059557.1.region004,"(1526.3, 2079.5)",P7<br>NZ_CP059557.1.region004<br>['T1PKS']<br>nystatin A1<br>0.77<br>GCF_95,BGC < 80% similarity,1526.3,2079.5,0.30
NZ_CP059557.1.region005,"(2206.5, 2338.6)","P7<br>NZ_CP059557.1.region005<br>['butyrolactone', 'RiPP-like']<br>viguiepinol<br>0.13<br>GCF_166",BGC < 40% similarity,2206.5,2338.6,0.30
BGC0000286,"(2277.7, 2328.0)","BGC0000286<br>d<br>i<br>c<br>t<br>_<br>v<br>a<br>l<br>u<br>e<br>s<br>(<br>[<br>'<br>P<br>o<br>l<br>y<br>k<br>e<br>t<br>i<br>d<br>e<br>'<br>,<br> <br>'<br>v<br>i<br>g<br>u<br>i<br>e<br>p<br>i<br>n<br>o<br>l<br>'<br>]<br>)",MIBIG (KnownClusterBlast),2277.7,2328.0,0.30
NZ_CP059557.1.region006,"(226.49, 928.64)",P7<br>NZ_CP059557.1.region006<br>['hglE-KS']<br>goadsporin<br>0.12<br>GCF_258,BGC < 40% similarity,226.49,928.64,0.30
BGC0000565,"(297.7, 918.0)","BGC0000565<br>d<br>i<br>c<br>t<br>_<br>v<br>a<br>l<br>u<br>e<br>s<br>(<br>[<br>'<br>R<br>i<br>P<br>P<br>'<br>,<br> <br>'<br>g<br>o<br>a<br>d<br>s<br>p<br>o<br>r<br>i<br>n<br>'<br>]<br>)",MIBIG (KnownClusterBlast),297.7,918.0,0.30
NZ_CP059557.1.region007,"(3436.5, 2338.6)","P7<br>NZ_CP059557.1.region007<br>['NRPS-like', 'transAT-PKS']<br>cycloheximide<br>0.67<br>GCF_223",BGC < 80% similarity,3436.5,2338.6,0.30
BGC0000175,"(3507.7, 2328.0)","BGC0000175<br>d<br>i<br>c<br>t<br>_<br>v<br>a<br>l<br>u<br>e<br>s<br>(<br>[<br>'<br>P<br>o<br>l<br>y<br>k<br>e<br>t<br>i<br>d<br>e<br>'<br>,<br> <br>'<br>c<br>y<br>c<br>l<br>o<br>h<br>e<br>x<br>i<br>m<br>i<br>d<br>e<br>'<br>]<br>)",MIBIG (KnownClusterBlast),3507.7,2328.0,0.30
NZ_CP059557.1.region009,"(196.49, 2218.6)",P7<br>NZ_CP059557.1.region009<br>['amglyccycl']<br>hydroxystreptomycin<br>0.50<br>GCF_265,BGC < 80% similarity,196.49,2218.6,0.30
BGC0000690,"(267.7, 2208.0)","BGC0000690<br>d<br>i<br>c<br>t<br>_<br>v<br>a<br>l<br>u<br>e<br>s<br>(<br>[<br>'<br>S<br>a<br>c<br>c<br>h<br>a<br>r<br>i<br>d<br>e<br>'<br>,<br> <br>'<br>h<br>y<br>d<br>r<br>o<br>x<br>y<br>s<br>t<br>r<br>e<br>p<br>t<br>o<br>m<br>y<br>c<br>i<br>n<br>'<br>]<br>)",MIBIG (KnownClusterBlast),267.7,2208.0,0.30
NZ_CP059557.1.region010,"(2086.8, 2613.3)",P7<br>NZ_CP059557.1.region010<br>['redox-cofactor']<br>lankacidin C<br>0.20<br>GCF_346,BGC < 40% similarity,2086.8,2613.3,0.30
NZ_CP059557.1.region011,"(2956.5, 3236.2)","P7<br>NZ_CP059557.1.region011<br>['T1PKS', 'NRPS']<br>SGR PTMs<br>0.83<br>GCF_229",BGC >= 80% similarity,2956.5,3236.2,0.30
BGC0001043,"(3000.4, 3293.6)","BGC0001043<br>d<br>i<br>c<br>t<br>_<br>v<br>a<br>l<br>u<br>e<br>s<br>(<br>[<br>'<br>N<br>R<br>P<br>;<br>P<br>o<br>l<br>y<br>k<br>e<br>t<br>i<br>d<br>e<br>'<br>,<br> <br>'<br>S<br>G<br>R<br> <br>P<br>T<br>M<br>s<br>;<br>S<br>G<br>R<br> <br>P<br>T<br>M<br> <br>C<br>o<br>m<br>p<br>o<br>u<br>n<br>d<br> <br>b<br>;<br>S<br>G<br>R<br> <br>P<br>T<br>M<br> <br>C<br>o<br>m<br>p<br>o<br>u<br>n<br>d<br> <br>c<br>;<br>S<br>G<br>R<br> <br>P<br>T<br>M<br> <br>C<br>o<br>m<br>p<br>o<br>u<br>n<br>d<br> <br>d<br>'<br>]<br>)",MIBIG (KnownClusterBlast),3000.4,3293.6,0.30
NZ_CP059557.1.region012,"(196.49, 718.64)","P7<br>NZ_CP059557.1.region012<br>['lassopeptide', 'RRE-containing']<br>ulleungmycin<br>0.06<br>GCF_334",BGC < 40% similarity,196.49,718.64,0.30
BGC0001814,"(267.7, 708.0)","BGC0001814<br>d<br>i<br>c<br>t<br>_<br>v<br>a<br>l<br>u<br>e<br>s<br>(<br>[<br>'<br>N<br>R<br>P<br>'<br>,<br> <br>'<br>u<br>l<br>l<br>e<br>u<br>n<br>g<br>m<br>y<br>c<br>i<br>n<br>'<br>]<br>)",MIBIG (KnownClusterBlast),267.7,708.0,0.30
NZ_CP059557.1.region013,"(1751.7, 2692.8)",P7<br>NZ_CP059557.1.region013<br>['T1PKS']<br>kedarcidin<br>0.05<br>GCF_141,BGC < 40% similarity,1751.7,2692.8,0.30
BGC0000081,"(1807.1, 2626.6)","BGC0000081<br>d<br>i<br>c<br>t<br>_<br>v<br>a<br>l<br>u<br>e<br>s<br>(<br>[<br>'<br>N<br>R<br>P<br>;<br>P<br>o<br>l<br>y<br>k<br>e<br>t<br>i<br>d<br>e<br>'<br>,<br> <br>'<br>k<br>e<br>d<br>a<br>r<br>c<br>i<br>d<br>i<br>n<br>'<br>]<br>)",MIBIG (KnownClusterBlast),1807.1,2626.6,0.30
NZ_CP059557.1.region014,"(2362.7, 1600.9)",P7<br>NZ_CP059557.1.region014<br>['terpene']<br>isorenieratene<br>0.57<br>GCF_46,BGC < 80% similarity,2362.7,1600.9,0.30
NZ_CP059557.1.region015,"(2675.0, 1397.4)",P7<br>NZ_CP059557.1.region015<br>['betalactone']<br>atolypene A / atolypene B<br>0.12<br>GCF_59,BGC < 40% similarity,2675.0,1397.4,0.30
NZ_CP059557.1.region016,"(1906.9, 1986.5)",P7<br>NZ_CP059557.1.region016<br>['NAPAA']<br>thaxteramide C<br>0.08<br>GCF_76,BGC < 40% similarity,1906.9,1986.5,0.30
NZ_CP059557.1.region017,"(1922.8, 1267.3)",P7<br>NZ_CP059557.1.region017<br>['terpene']<br>hopene<br>0.38<br>GCF_87,BGC < 40% similarity,1922.8,1267.3,0.30
NZ_CP059557.1.region018,"(2219.6, 1331.5)",P7<br>NZ_CP059557.1.region018<br>['terpene']<br>geosmin<br>1.00<br>GCF_375,BGC >= 80% similarity,2219.6,1331.5,0.30
NZ_CP059557.1.region019,"(1942.5, 1506.6)",P7<br>NZ_CP059557.1.region019<br>['lassopeptide']<br>MS-271<br>0.14<br>GCF_319,BGC < 40% similarity,1942.5,1506.6,0.30
BGC0001674,"(1954.7, 1475.1)","BGC0001674<br>d<br>i<br>c<br>t<br>_<br>v<br>a<br>l<br>u<br>e<br>s<br>(<br>[<br>'<br>R<br>i<br>P<br>P<br>'<br>,<br> <br>'<br>M<br>S<br>-<br>2<br>7<br>1<br>'<br>]<br>)",MIBIG (KnownClusterBlast),1954.7,1475.1,0.30
NZ_CP059557.1.region021,"(1744.3, 2090.0)","P7<br>NZ_CP059557.1.region021<br>['ranthipeptide', 'T2PKS']<br>hiroshidine<br>0.59<br>GCF_206",BGC < 80% similarity,1744.3,2090.0,0.30
BGC0001960,"(1828.9, 2146.6)","BGC0001960<br>d<br>i<br>c<br>t<br>_<br>v<br>a<br>l<br>u<br>e<br>s<br>(<br>[<br>'<br>P<br>o<br>l<br>y<br>k<br>e<br>t<br>i<br>d<br>e<br>'<br>,<br> <br>'<br>h<br>i<br>r<br>o<br>s<br>h<br>i<br>d<br>i<br>n<br>e<br>'<br>]<br>)",MIBIG (KnownClusterBlast),1828.9,2146.6,0.30
NZ_CP059557.1.region022,"(1269.0, 2988.0)","P7<br>NZ_CP059557.1.region022<br>['lanthipeptide-class-ii', 'NRPS']<br>cinnamycin<br>0.52<br>GCF_58",P7 | lanthipeptide BGC,1269.0,2988.0,0.30
NZ_CP059557.1.region023,"(1591.3, 1097.5)",P7<br>NZ_CP059557.1.region023<br>['terpene']<br>SF2575<br>0.07<br>GCF_2,BGC < 40% similarity,1591.3,1097.5,0.30
NZ_CP059557.1.region024,"(2693.0, 2153.2)",P7<br>NZ_CP059557.1.region024<br>['indole']<br>fortimicin<br>0.05<br>GCF_103,BGC < 40% similarity,2693.0,2153.2,0.30
NZ_CP059557.1.region025,"(1558.7, 1711.4)",P7<br>NZ_CP059557.1.region025<br>['NRPS']<br>marformycin A / marformycin B / marformycin C / marformycin D / marformycin E / marformycin F<br>0.12<br>GCF_31,BGC < 40% similarity,1558.7,1711.4,0.30
NZ_CP059556.1.region001,"(955.03, 986.31)",P7<br>NZ_CP059556.1.region001<br>['ectoine']<br>ectoine<br>1.00<br>GCF_1,BGC >= 80% similarity,955.03,986.31,0.30
NZ_CP059556.1.region003,"(1415.9, 2150.2)","P7<br>NZ_CP059556.1.region003<br>['RRE-containing', 'lanthipeptide-class-iii']<br>Ery-9 / Ery-6 / Ery-8 / Ery-7 / Ery-5 / Ery-4 / Ery-3<br>1.00<br>GCF_38",P7 | BGC (Erythreapeptin),1415.9,2150.2,0.30
NZ_CP059556.1.region004,"(1536.8, 2207.6)",P7<br>NZ_CP059556.1.region004<br>['T1PKS']<br>nystatin A1<br>0.68<br>GCF_136,BGC < 80% similarity,1536.8,2207.6,0.30
NZ_CP059556.1.region005,"(1564.0, 1101.3)",P7<br>NZ_CP059556.1.region005<br>['terpene']<br>SF2575<br>0.07<br>GCF_2,BGC < 40% similarity,1564.0,1101.3,0.30
NZ_CP059556.1.region006,"(1249.8, 3116.8)","P7<br>NZ_CP059556.1.region006<br>['NRPS', 'lanthipeptide-class-ii']<br>cinnamycin<br>0.52<br>GCF_58",P7 | lanthipeptide BGC,1249.8,3116.8,0.30
NZ_CP059556.1.region008,"(1599.4, 1460.1)","P7<br>NZ_CP059556.1.region008<br>['arylpolyene', 'CDPS']<br>herboxidiene<br>0.02<br>GCF_57",BGC < 40% similarity,1599.4,1460.1,0.30
BGC0001065,"(1515.5, 1431.5)","BGC0001065<br>d<br>i<br>c<br>t<br>_<br>v<br>a<br>l<br>u<br>e<br>s<br>(<br>[<br>'<br>P<br>o<br>l<br>y<br>k<br>e<br>t<br>i<br>d<br>e<br>'<br>,<br> <br>'<br>h<br>e<br>r<br>b<br>o<br>x<br>i<br>d<br>i<br>e<br>n<br>e<br>'<br>]<br>)",MIBIG (KnownClusterBlast),1515.5,1431.5,0.30
NZ_CP059556.1.region009,"(1738.6, 2224.2)",P7<br>NZ_CP059556.1.region009<br>['NRPS']<br>thiazostatin / watasemycin A / watasemycin B / 2-hydroxyphenylthiazoline enantiopyochelin / isopyochelin<br>0.40<br>GCF_285,BGC < 80% similarity,1738.6,2224.2,0.30
BGC0001801,"(1788.8, 2319.3)","BGC0001801<br>d<br>i<br>c<br>t<br>_<br>v<br>a<br>l<br>u<br>e<br>s<br>(<br>[<br>'<br>N<br>R<br>P<br>'<br>,<br> <br>'<br>t<br>h<br>i<br>a<br>z<br>o<br>s<br>t<br>a<br>t<br>i<br>n<br>;<br>w<br>a<br>t<br>a<br>s<br>e<br>m<br>y<br>c<br>i<br>n<br> <br>A<br>;<br>w<br>a<br>t<br>a<br>s<br>e<br>m<br>y<br>c<br>i<br>n<br> <br>B<br>;<br>2<br>-<br>h<br>y<br>d<br>r<br>o<br>x<br>y<br>p<br>h<br>e<br>n<br>y<br>l<br>t<br>h<br>i<br>a<br>z<br>o<br>l<br>i<br>n<br>e<br> <br>e<br>n<br>a<br>n<br>t<br>i<br>o<br>p<br>y<br>o<br>c<br>h<br>e<br>l<br>i<br>n<br>;<br>i<br>s<br>o<br>p<br>y<br>o<br>c<br>h<br>e<br>l<br>i<br>n<br>'<br>]<br>)",MIBIG (KnownClusterBlast),1788.8,2319.3,0.30
NZ_CP059556.1.region010,"(196.49, 538.64)","P7<br>NZ_CP059556.1.region010<br>['T1PKS', 'NRPS']<br>combamide<br>0.44<br>GCF_228",BGC < 80% similarity,196.49,538.64,0.30
BGC0001556,"(267.7, 528.0)","BGC0001556<br>d<br>i<br>c<br>t<br>_<br>v<br>a<br>l<br>u<br>e<br>s<br>(<br>[<br>'<br>N<br>R<br>P<br>;<br>P<br>o<br>l<br>y<br>k<br>e<br>t<br>i<br>d<br>e<br>'<br>,<br> <br>'<br>c<br>o<br>m<br>b<br>a<br>m<br>i<br>d<br>e<br>'<br>]<br>)",MIBIG (KnownClusterBlast),267.7,528.0,0.30
NZ_CP059556.1.region011,"(1966.4, 1260.7)",P7<br>NZ_CP059556.1.region011<br>['terpene']<br>hopene<br>0.31<br>GCF_87,BGC < 40% similarity,1966.4,1260.7,0.30
NZ_CP059556.1.region012,"(1981.4, 2075.6)",P7<br>NZ_CP059556.1.region012<br>['NAPAA']<br>polyoxin A / polyoxin H<br>0.05<br>GCF_76,BGC < 40% similarity,1981.4,2075.6,0.30
BGC0000877,"(2044.3, 2158.0)","BGC0000877<br>d<br>i<br>c<br>t<br>_<br>v<br>a<br>l<br>u<br>e<br>s<br>(<br>[<br>'<br>O<br>t<br>h<br>e<br>r<br>'<br>,<br> <br>'<br>p<br>o<br>l<br>y<br>o<br>x<br>i<br>n<br> <br>A<br>;<br>p<br>o<br>l<br>y<br>o<br>x<br>i<br>n<br> <br>H<br>'<br>]<br>)",MIBIG (KnownClusterBlast),2044.3,2158.0,0.30
NZ_CP059556.1.region013,"(3346.5, 88.639)",P7<br>NZ_CP059556.1.region013<br>['NRPS-like']<br>streptothricin<br>0.79<br>GCF_296,BGC < 80% similarity,3346.5,88.639,0.30
BGC0000432,"(3417.7, 78.0)","BGC0000432<br>d<br>i<br>c<br>t<br>_<br>v<br>a<br>l<br>u<br>e<br>s<br>(<br>[<br>'<br>N<br>R<br>P<br>'<br>,<br> <br>'<br>s<br>t<br>r<br>e<br>p<br>t<br>o<br>t<br>h<br>r<br>i<br>c<br>i<br>n<br>'<br>]<br>)",MIBIG (KnownClusterBlast),3417.7,78.0,0.30
NZ_CP059556.1.region014,"(2325.2, 1567.1)",P7<br>NZ_CP059556.1.region014<br>['terpene']<br>isorenieratene<br>0.57<br>GCF_46,BGC < 80% similarity,2325.2,1567.1,0.30
NZ_CP059556.1.region015,"(2719.6, 1390.2)",P7<br>NZ_CP059556.1.region015<br>['betalactone']<br>atolypene A / atolypene B<br>0.12<br>GCF_59,BGC < 40% similarity,2719.6,1390.2,0.30
NZ_CP059556.1.region016,"(2239.7, 1385.3)",P7<br>NZ_CP059556.1.region016<br>['terpene']<br>geosmin<br>1.00<br>GCF_355,BGC >= 80% similarity,2239.7,1385.3,0.30
NZ_CP059556.1.region017,"(662.96, 2088.0)",P7<br>NZ_CP059556.1.region017<br>['T2PKS']<br>tetracenomycin C<br>0.33<br>GCF_259,BGC < 40% similarity,662.96,2088.0,0.30
NZ_CP059556.1.region018,"(1936.6, 1499.0)","P7<br>NZ_CP059556.1.region018<br>['transAT-PKS', 'lassopeptide']<br>iso-migrastatin / migrastatin / dorrigocin A / dorrigocin B / 13-epi-dorrigocin A<br>0.91<br>GCF_102",BGC >= 80% similarity,1936.6,1499.0,0.30
NZ_CP059556.1.region019,"(2686.5, 563.48)",P7<br>NZ_CP059556.1.region019<br>['amglyccycl']<br>pyralomicin 1a<br>0.19<br>GCF_267,BGC < 40% similarity,2686.5,563.48,0.30
BGC0001038,"(2730.5, 506.15)","BGC0001038<br>d<br>i<br>c<br>t<br>_<br>v<br>a<br>l<br>u<br>e<br>s<br>(<br>[<br>'<br>N<br>R<br>P<br>;<br>P<br>o<br>l<br>y<br>k<br>e<br>t<br>i<br>d<br>e<br>'<br>,<br> <br>'<br>p<br>y<br>r<br>a<br>l<br>o<br>m<br>i<br>c<br>i<br>n<br> <br>1<br>a<br>'<br>]<br>)",MIBIG (KnownClusterBlast),2730.5,506.15,0.30
NZ_CP059556.1.region020,"(586.49, 1458.0)",P7<br>NZ_CP059556.1.region020<br>['T1PKS']<br>piericidin A1<br>0.17<br>GCF_132,BGC < 40% similarity,586.49,1458.0,0.30
BGC0000124,"(602.56, 1528.5)","BGC0000124<br>d<br>i<br>c<br>t<br>_<br>v<br>a<br>l<br>u<br>e<br>s<br>(<br>[<br>'<br>P<br>o<br>l<br>y<br>k<br>e<br>t<br>i<br>d<br>e<br>'<br>,<br> <br>'<br>p<br>i<br>e<br>r<br>i<br>c<br>i<br>d<br>i<br>n<br> <br>A<br>1<br>'<br>]<br>)",MIBIG (KnownClusterBlast),602.56,1528.5,0.30
NZ_CP059556.1.region021,"(1587.7, 1774.2)",P7<br>NZ_CP059556.1.region021<br>['NRPS']<br>bacillibactin<br>0.15<br>GCF_31,BGC < 40% similarity,1587.7,1774.2,0.30
NZ_CP059556.1.region022,"(3466.5, 448.64)",P7<br>NZ_CP059556.1.region022<br>['terpene']<br>prejadomycin / rabelomycin / gaudimycin C / gaudimycin D / UWM6 / gaudimycin A<br>0.06<br>GCF_366,BGC < 40% similarity,3466.5,448.64,0.30
BGC0000262,"(3537.7, 438.0)","BGC0000262<br>d<br>i<br>c<br>t<br>_<br>v<br>a<br>l<br>u<br>e<br>s<br>(<br>[<br>'<br>P<br>o<br>l<br>y<br>k<br>e<br>t<br>i<br>d<br>e<br>;<br>S<br>a<br>c<br>c<br>h<br>a<br>r<br>i<br>d<br>e<br>'<br>,<br> <br>'<br>p<br>r<br>e<br>j<br>a<br>d<br>o<br>m<br>y<br>c<br>i<br>n<br>;<br>r<br>a<br>b<br>e<br>l<br>o<br>m<br>y<br>c<br>i<br>n<br>;<br>g<br>a<br>u<br>d<br>i<br>m<br>y<br>c<br>i<br>n<br> <br>C<br>;<br>g<br>a<br>u<br>d<br>i<br>m<br>y<br>c<br>i<br>n<br> <br>D<br>;<br>U<br>W<br>M<br>6<br>;<br>g<br>a<br>u<br>d<br>i<br>m<br>y<br>c<br>i<br>n<br> <br>A<br>'<br>]<br>)",MIBIG (KnownClusterBlast),3537.7,438.0,0.30
NZ_CP059556.1.region023,"(2885.7, 1162.4)",P7<br>NZ_CP059556.1.region023<br>['terpene']<br>brasilicardin A<br>0.38<br>GCF_122,BGC < 40% similarity,2885.7,1162.4,0.30
NZ_VWPH01000001.1.region001,"(3405.1, 3298.6)",P1<br>NZ_VWPH01000001.1.region001<br>['NRPS']<br>desotamide<br>0.09<br>GCF_276,BGC < 40% similarity,3405.1,3298.6,0.30
BGC0001196,"(3476.3, 3288.0)","BGC0001196<br>d<br>i<br>c<br>t<br>_<br>v<br>a<br>l<br>u<br>e<br>s<br>(<br>[<br>'<br>N<br>R<br>P<br>'<br>,<br> <br>'<br>d<br>e<br>s<br>o<br>t<br>a<br>m<br>i<br>d<br>e<br>'<br>]<br>)",MIBIG (KnownClusterBlast),3476.3,3288.0,0.30
NZ_VWPH01000001.1.region002,"(1148.6, 2112.0)","P1<br>NZ_VWPH01000001.1.region002<br>['indole', 'lanthipeptide-class-iv']<br>Sch-47554 / Sch-47555<br>0.07<br>GCF_9",P1 | lanthipeptide BGC,1148.6,2112.0,0.30
NZ_VWPH01000001.1.region003,"(2087.8, 1456.2)",P1<br>NZ_VWPH01000001.1.region003<br>['terpene']<br>geosmin<br>1.00<br>GCF_15,BGC >= 80% similarity,2087.8,1456.2,0.30
NZ_VWPH01000010.1.region001,"(645.09, 2609.5)",P1<br>NZ_VWPH01000010.1.region001<br>['ranthipeptide']<br>porothramycin A<br>0.06<br>GCF_329,BGC < 40% similarity,645.09,2609.5,0.30
BGC0000409,"(664.49, 2680.4)","BGC0000409<br>d<br>i<br>c<br>t<br>_<br>v<br>a<br>l<br>u<br>e<br>s<br>(<br>[<br>'<br>N<br>R<br>P<br>'<br>,<br> <br>'<br>p<br>o<br>r<br>o<br>t<br>h<br>r<br>a<br>m<br>y<br>c<br>i<br>n<br> <br>A<br>'<br>]<br>)",MIBIG (KnownClusterBlast),664.49,2680.4,0.30
NZ_VWPH01000010.1.region002,"(2036.1, 1654.8)",P1<br>NZ_VWPH01000010.1.region002<br>['terpene']<br>2-methylisoborneol<br>1.00<br>GCF_368,BGC >= 80% similarity,2036.1,1654.8,0.30
NZ_VWPH01000010.1.region003,"(525.09, 986.21)","P1<br>NZ_VWPH01000010.1.region003<br>['NRPS-like', 'NRPS']<br>telomycin<br>0.38<br>GCF_275",BGC < 40% similarity,525.09,986.21,0.30
BGC0001406,"(568.98, 1043.6)","BGC0001406<br>d<br>i<br>c<br>t<br>_<br>v<br>a<br>l<br>u<br>e<br>s<br>(<br>[<br>'<br>N<br>R<br>P<br>'<br>,<br> <br>'<br>t<br>e<br>l<br>o<br>m<br>y<br>c<br>i<br>n<br>'<br>]<br>)",MIBIG (KnownClusterBlast),568.98,1043.6,0.30
NZ_VWPH01000010.1.region004,"(1633.6, 2001.3)","P1<br>NZ_VWPH01000010.1.region004<br>['T1PKS', 'NRPS', 'RiPP-like']<br>heat-stable antifungal factor<br>0.38<br>GCF_19",BGC < 40% similarity,1633.6,2001.3,0.30
NZ_VWPH01000012.1.region001,"(1000.3, 882.02)",P1<br>NZ_VWPH01000012.1.region001<br>['ectoine']<br>ectoine<br>1.00<br>GCF_1,BGC >= 80% similarity,1000.3,882.02,0.30
NZ_VWPH01000014.1.region001,"(1486.2, 1751.7)",P1<br>NZ_VWPH01000014.1.region001<br>['NRPS']<br>bacillibactin<br>0.15<br>GCF_4,BGC < 40% similarity,1486.2,1751.7,0.30
NZ_VWPH01000016.1.region002,"(495.09, 776.21)",P1<br>NZ_VWPH01000016.1.region002<br>['T1PKS']<br>rifamycin<br>0.11<br>GCF_147,BGC < 40% similarity,495.09,776.21,0.30
BGC0000136,"(538.98, 833.63)","BGC0000136<br>d<br>i<br>c<br>t<br>_<br>v<br>a<br>l<br>u<br>e<br>s<br>(<br>[<br>'<br>P<br>o<br>l<br>y<br>k<br>e<br>t<br>i<br>d<br>e<br>'<br>,<br> <br>'<br>r<br>i<br>f<br>a<br>m<br>y<br>c<br>i<br>n<br>'<br>]<br>)",MIBIG (KnownClusterBlast),538.98,833.63,0.30
NZ_VWPH01000019.1.region001,"(2227.9, 2513.2)",P1<br>NZ_VWPH01000019.1.region001<br>['redox-cofactor']<br>lankacidin C<br>0.13<br>GCF_13,BGC < 40% similarity,2227.9,2513.2,0.30
NZ_VWPH01000004.1.region001,"(1485.1, 416.21)",P1<br>NZ_VWPH01000004.1.region001<br>['T1PKS']<br>cyclizidine<br>0.76<br>GCF_145,BGC < 80% similarity,1485.1,416.21,0.30
BGC0001293,"(1529.0, 473.63)","BGC0001293<br>d<br>i<br>c<br>t<br>_<br>v<br>a<br>l<br>u<br>e<br>s<br>(<br>[<br>'<br>P<br>o<br>l<br>y<br>k<br>e<br>t<br>i<br>d<br>e<br>'<br>,<br> <br>'<br>c<br>y<br>c<br>l<br>i<br>z<br>i<br>d<br>i<br>n<br>e<br>'<br>]<br>)",MIBIG (KnownClusterBlast),1529.0,473.63,0.30
NZ_VWPH01000004.1.region002,"(1688.9, 2236.0)","P1<br>NZ_VWPH01000004.1.region002<br>['amglyccycl', 'T1PKS', 'NRPS-like']<br>apramycin<br>0.71<br>GCF_220",BGC < 80% similarity,1688.9,2236.0,0.30
BGC0000692,"(1669.2, 2335.5)","BGC0000692<br>d<br>i<br>c<br>t<br>_<br>v<br>a<br>l<br>u<br>e<br>s<br>(<br>[<br>'<br>S<br>a<br>c<br>c<br>h<br>a<br>r<br>i<br>d<br>e<br>'<br>,<br> <br>'<br>a<br>p<br>r<br>a<br>m<br>y<br>c<br>i<br>n<br>'<br>]<br>)",MIBIG (KnownClusterBlast),1669.2,2335.5,0.30
NZ_VWPH01000004.1.region003,"(1753.5, 1469.2)","P1<br>NZ_VWPH01000004.1.region003<br>['NRPS-like', 'betalactone', 'NRPS']<br>glycinocin A<br>0.12<br>GCF_104",BGC < 40% similarity,1753.5,1469.2,0.30
NZ_VWPH01000005.1.region001,"(2054.3, 1248.0)",P1<br>NZ_VWPH01000005.1.region001<br>['terpene']<br>hopene<br>0.46<br>GCF_5,BGC < 80% similarity,2054.3,1248.0,0.30
