feat_id,file_id,seq_id,start,end,strand,type,introns,parent_ids,source,score,phase,name,protocluster_number,tool,a_stool,product,cutoff,neighbourhood,category,contig_edge,core_location,detection_rule,candidate_cluster_number,kind,protoclusters,detection_rules,label,subregion_number,rules,subregion_numbers,candidate_cluster_numbers,region_number,locus_tag.x,dbxref,function,transl_table,gene_kind,gene_functions,sec_met_domain,protein_id,note,a_s_tool,prepeptide,peptide,molecular_weight,core_sequence,leader_sequence,alternative_weights,predicted_class,leader_location,monoisotopic_mass,inference,ec_number,nrps_pks,a_s_domain,detection,database,evalue,protein_start,domain_id,protein_end,domain_subtype,specificity,estimated_length,gap_type,linkage_evidence,geom_id,cluster_id,cluster_n,locus_tag.y,cluster_label
cds-GBGKCCPF_58710,Erythreapeptin_6.1.1,NZ_GL877879.1.region013,30260,30400,+,CDS,,,NA,NA,0,NA,NA,NA,NA,hypothetical protein,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GBGKCCPF_58710,NA,NA,11,biosynthetic-additional,biosynthetic-additional (lanthipeptides)predicted lanthipeptide,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ab initio prediction:Prodigal:002006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,cds-GBGKCCPF_58710,cog_03,15,GBGKCCPF_58710,cog_03 (15)
cds-GBGKCCPF_58720,Erythreapeptin_6.1.1,NZ_GL877879.1.region013,30493,32154,+,CDS,,,NA,NA,0,ramA_4,NA,NA,NA,ABC transporter ATP-binding protein RamA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GBGKCCPF_58720,COG:COG1132,NA,11,transport,transport (smcogs) SMCOG1288:ABCtransporter related protein (Score: 280.8%3b E-value:3.7e-85),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ab initio prediction:Prodigal:002006,similar to AA sequence:UniProtKB:O88039",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,cds-GBGKCCPF_58720,cog_01,32,GBGKCCPF_58720,cog_01 (32)
cds-GBGKCCPF_58730,Erythreapeptin_6.1.1,NZ_GL877879.1.region013,32151,33896,+,CDS,,,NA,NA,0,btuD_10,NA,NA,NA,Vitamin B12 import ATP-binding protein BtuD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GBGKCCPF_58730,NA,NA,11,transport,transport (smcogs) SMCOG1288:ABCtransporter related protein (Score: 179.5%3b E-value:1.9e-54),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ab initio prediction:Prodigal:002006,protein motif:HAMAP:MF_01005",7.6.2.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,cds-GBGKCCPF_58730,cog_01,32,GBGKCCPF_58730,cog_01 (32)
cds-GBGKCCPF_58740,Erythreapeptin_6.1.1,NZ_GL877879.1.region013,34124,34747,-,CDS,,,NA,NA,0,NA,NA,NA,NA,hypothetical protein,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GBGKCCPF_58740,NA,NA,11,biosynthetic-additional,biosynthetic-additional (smcogs)SMCOG1025:diguanylate cyclase (Score: 118.6%3b E-value:7.6e-36),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ab initio prediction:Prodigal:002006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,cds-GBGKCCPF_58740,cog_106,1,GBGKCCPF_58740,rare
cds-GBGKCCPF_58750,Erythreapeptin_6.1.1,NZ_GL877879.1.region013,34833,35639,-,CDS,,,NA,NA,0,NA,NA,NA,NA,hypothetical protein,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GBGKCCPF_58750,NA,NA,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ab initio prediction:Prodigal:002006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,cds-GBGKCCPF_58750,cog_107,1,GBGKCCPF_58750,rare
cds-GBGKCCPF_58760,Erythreapeptin_6.1.1,NZ_GL877879.1.region013,36778,37041,+,CDS,,,NA,NA,0,NA,NA,NA,NA,hypothetical protein,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GBGKCCPF_58760,NA,NA,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ab initio prediction:Prodigal:002006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,cds-GBGKCCPF_58760,cog_108,1,GBGKCCPF_58760,rare
cds-GBGKCCPF_58770,Erythreapeptin_6.1.1,NZ_GL877879.1.region013,37208,37987,+,CDS,,,NA,NA,0,NA,NA,NA,NA,hypothetical protein,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GBGKCCPF_58770,NA,NA,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ab initio prediction:Prodigal:002006,NA,"Domain: Aminotran_4 (36-251). E-value: 4.8e-35.Score: 113.2. Matches aSDomain:nrpspksdomains_GBGKCCPF_58770_Aminotran_4.1,type: other",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,cds-GBGKCCPF_58770,cog_109,1,GBGKCCPF_58770,rare
cds-GBGKCCPF_58780,Erythreapeptin_6.1.1,NZ_GL877879.1.region013,38026,38295,-,CDS,,,NA,NA,0,NA,NA,NA,NA,hypothetical protein,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GBGKCCPF_58780,NA,NA,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ab initio prediction:Prodigal:002006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,cds-GBGKCCPF_58780,cog_110,1,GBGKCCPF_58780,rare
cds-GBGKCCPF_58790,Erythreapeptin_6.1.1,NZ_GL877879.1.region013,38557,38886,+,CDS,,,NA,NA,0,NA,NA,NA,NA,hypothetical protein,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GBGKCCPF_58790,NA,NA,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ab initio prediction:Prodigal:002006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,cds-GBGKCCPF_58790,cog_111,1,GBGKCCPF_58790,rare
cds-GBGKCCPF_58800,Erythreapeptin_6.1.1,NZ_GL877879.1.region013,38986,39228,+,CDS,,,NA,NA,0,NA,NA,NA,NA,hypothetical protein,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GBGKCCPF_58800,NA,NA,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ab initio prediction:Prodigal:002006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,cds-GBGKCCPF_58800,cog_112,1,GBGKCCPF_58800,rare
cds-GBGKCCPF_58810,Erythreapeptin_6.1.1,NZ_GL877879.1.region013,39420,39878,+,CDS,,,NA,NA,0,NA,NA,NA,NA,hypothetical protein,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GBGKCCPF_58810,NA,NA,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ab initio prediction:Prodigal:002006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,cds-GBGKCCPF_58810,cog_113,1,GBGKCCPF_58810,rare
cds-GBGKCCPF_58820,Erythreapeptin_6.1.1,NZ_GL877879.1.region013,40707,41129,-,CDS,,,NA,NA,0,arsC1,NA,NA,NA,Arsenate-mycothiol transferase ArsC1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GBGKCCPF_58820,COG:COG0394,NA,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ab initio prediction:Prodigal:002006,similar to AA sequence:UniProtKB:P0DKS5",2.8.4.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,cds-GBGKCCPF_58820,cog_114,1,GBGKCCPF_58820,rare
cds-GBGKCCPF_58830,Erythreapeptin_6.1.1,NZ_GL877879.1.region013,41147,42244,-,CDS,,,NA,NA,0,acr3,NA,NA,NA,Arsenical-resistance protein Acr3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GBGKCCPF_58830,COG:COG0798,NA,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ab initio prediction:Prodigal:002006,similar to AA sequence:UniProtKB:Q8NQC8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,cds-GBGKCCPF_58830,cog_115,1,GBGKCCPF_58830,rare
cds-GBGKCCPF_58840,Erythreapeptin_6.1.1,NZ_GL877879.1.region013,42241,42609,-,CDS,,,NA,NA,0,NA,NA,NA,NA,hypothetical protein,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GBGKCCPF_58840,NA,NA,11,regulatory,regulatory (smcogs) SMCOG1058:ArsR familytranscriptional regulator (Score: 77.3%3b E-value: 1.1e-23),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ab initio prediction:Prodigal:002006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,cds-GBGKCCPF_58840,cog_116,1,GBGKCCPF_58840,rare
cds-GBGKCCPF_58850,Erythreapeptin_6.1.1,NZ_GL877879.1.region013,43226,43663,+,CDS,,,NA,NA,0,NA,NA,NA,NA,hypothetical protein,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GBGKCCPF_58850,NA,NA,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ab initio prediction:Prodigal:002006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,cds-GBGKCCPF_58850,cog_117,1,GBGKCCPF_58850,rare
cds-GBGKCCPF_58860,Erythreapeptin_6.1.1,NZ_GL877879.1.region013,43708,44442,+,CDS,,,NA,NA,0,NA,NA,NA,NA,hypothetical protein,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GBGKCCPF_58860,NA,NA,11,other,other (smcogs) SMCOG1199:NmrA familyprotein (Score: 112.6%3b E-value: 4e-34),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ab initio prediction:Prodigal:002006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,cds-GBGKCCPF_58860,cog_118,1,GBGKCCPF_58860,rare
cds-GBGKCCPF_58870,Erythreapeptin_6.1.1,NZ_GL877879.1.region013,44736,45491,+,CDS,,,NA,NA,0,fabG_7,NA,NA,NA,3-oxoacyl-[acyl-carrier-protein] reductase FabG,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GBGKCCPF_58870,NA,NA,11,biosynthetic-additional,"biosynthetic-additional(rule-based-clusters) adh_short,biosynthetic-additional(rule-based-clusters) adh_short_C2,biosynthetic-additional (smcogs)SMCOG1001:short-chain dehydrogenase/reductase SDR (Score:207.1%3b E-value: 5e-63)","adh_short (E-value: 3.5e-31, bitscore:105.6, seeds: 230, tool: rule-based-clusters),adh_short_C2 (E-value: 2.9e-33, bitscore:112.9, seeds: 47, tool: rule-based-clusters)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ab initio prediction:Prodigal:002006,similar to AA sequence:UniProtKB:P0A2C9",1.1.1.100,"Domain: PKS_KR (7-183). E-value: 8.3e-13. Score:40.4. Matches aSDomain:nrpspksdomains_GBGKCCPF_58870_PKS_KR.1,type: other",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,cds-GBGKCCPF_58870,cog_69,2,GBGKCCPF_58870,rare
cds-GBGKCCPF_58880,Erythreapeptin_6.1.1,NZ_GL877879.1.region013,45577,46533,+,CDS,,,NA,NA,0,NA,NA,NA,NA,hypothetical protein,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GBGKCCPF_58880,NA,NA,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ab initio prediction:Prodigal:002006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,cds-GBGKCCPF_58880,cog_119,1,GBGKCCPF_58880,rare
cds-GBGKCCPF_58890,Erythreapeptin_6.1.1,NZ_GL877879.1.region013,46916,47269,+,CDS,,,NA,NA,0,NA,NA,NA,NA,hypothetical protein,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GBGKCCPF_58890,NA,NA,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ab initio prediction:Prodigal:002006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,cds-GBGKCCPF_58890,cog_120,1,GBGKCCPF_58890,rare
cds-GBGKCCPF_58900,Erythreapeptin_6.1.1,NZ_GL877879.1.region013,47457,48221,+,CDS,,,NA,NA,0,gdhI,NA,NA,NA,Glucose 1-dehydrogenase 1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GBGKCCPF_58900,COG:COG1028,NA,11,biosynthetic-additional,"biosynthetic-additional(rule-based-clusters) adh_short,biosynthetic-additional(rule-based-clusters) adh_short_C2,biosynthetic-additional (smcogs)SMCOG1001:short-chain dehydrogenase/reductase SDR (Score:238.6%3b E-value: 1.2e-72)","adh_short (E-value: 5.9e-33, bitscore:111.4, seeds: 230, tool: rule-based-clusters),adh_short_C2 (E-value: 7.5e-42, bitscore:141.0, seeds: 47, tool: rule-based-clusters)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ab initio prediction:Prodigal:002006,similar to AA sequence:UniProtKB:P39482",1.1.1.47,"Domain: PKS_KR (7-168). E-value: 2.5e-15. Score:48.7. Matches aSDomain:nrpspksdomains_GBGKCCPF_58900_PKS_KR.1,type: other",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,cds-GBGKCCPF_58900,cog_69,2,GBGKCCPF_58900,rare
cds-GBGKCCPF_58910,Erythreapeptin_6.1.1,NZ_GL877879.1.region013,48391,49131,+,CDS,,,NA,NA,0,NA,NA,NA,NA,hypothetical protein,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GBGKCCPF_58910,NA,NA,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ab initio prediction:Prodigal:002006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,cds-GBGKCCPF_58910,cog_121,1,GBGKCCPF_58910,rare
cds-GBGKCCPF_58920,Erythreapeptin_6.1.1,NZ_GL877879.1.region013,49128,49496,+,CDS,,,NA,NA,0,NA,NA,NA,NA,hypothetical protein,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GBGKCCPF_58920,NA,NA,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ab initio prediction:Prodigal:002006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,cds-GBGKCCPF_58920,cog_122,1,GBGKCCPF_58920,rare
cds-GBGKCCPF_58930,Erythreapeptin_6.1.1,NZ_GL877879.1.region013,49746,50168,-,CDS,,,NA,NA,0,NA,NA,NA,NA,hypothetical protein,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GBGKCCPF_58930,NA,NA,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ab initio prediction:Prodigal:002006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,cds-GBGKCCPF_58930,cog_123,1,GBGKCCPF_58930,rare
cds-GBGKCCPF_58940,Erythreapeptin_6.1.1,NZ_GL877879.1.region013,50159,50743,-,CDS,,,NA,NA,0,coaBC_2,NA,NA,NA,Coenzyme A biosynthesis bifunctional proteinCoaBC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GBGKCCPF_58940,NA,NA,11,biosynthetic,biosynthetic (rule-based-clusters)lipolanthine: Flavoprotein,"Flavoprotein (E-value: 4.6e-09, bitscore:33.3, seeds: 143, tool: rule-based-clusters)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ab initio prediction:Prodigal:002006,protein motif:HAMAP:MF_02225",6.3.2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,cds-GBGKCCPF_58940,cog_124,1,GBGKCCPF_58940,rare
cds-GBGKCCPF_58950,Erythreapeptin_6.1.1,NZ_GL877879.1.region013,51039,51245,-,CDS,,,NA,NA,0,NA,NA,NA,NA,hypothetical protein,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GBGKCCPF_58950,NA,NA,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ab initio prediction:Prodigal:002006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,cds-GBGKCCPF_58950,cog_125,1,GBGKCCPF_58950,rare
cds-GBGKCCPF_58960,Erythreapeptin_6.1.1,NZ_GL877879.1.region013,51290,51694,-,CDS,,,NA,NA,0,NA,NA,NA,NA,hypothetical protein,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GBGKCCPF_58960,NA,NA,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ab initio prediction:Prodigal:002006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,cds-GBGKCCPF_58960,cog_126,1,GBGKCCPF_58960,rare
cds-GBGKCCPF_58970,Erythreapeptin_6.1.1,NZ_GL877879.1.region013,52423,53589,+,CDS,,,NA,NA,0,NA,NA,NA,NA,hypothetical protein,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GBGKCCPF_58970,COG:COG1680,NA,11,biosynthetic-additional,biosynthetic-additional (smcogs)SMCOG1053:beta-lactamase (Score: 249.3%3b E-value: 8.1e-76),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ab initio prediction:Prodigal:002006,similar to AA sequence:UniProtKB:P9WLZ3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,cds-GBGKCCPF_58970,cog_127,1,GBGKCCPF_58970,rare
cds-GBGKCCPF_58980,Erythreapeptin_6.1.1,NZ_GL877879.1.region013,53713,54273,-,CDS,,,NA,NA,0,NA,NA,NA,NA,hypothetical protein,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GBGKCCPF_58980,NA,NA,11,biosynthetic-additional,biosynthetic-additional (smcogs)SMCOG1111:GCN5-related N-acetyltransferase (Score: 162.3%3bE-value: 1.8e-49),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ab initio prediction:Prodigal:002006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,cds-GBGKCCPF_58980,cog_128,1,GBGKCCPF_58980,rare
cds-GBGKCCPF_58990,Erythreapeptin_6.1.1,NZ_GL877879.1.region013,54297,55232,-,CDS,,,NA,NA,0,NA,NA,NA,NA,hypothetical protein,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GBGKCCPF_58990,NA,NA,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ab initio prediction:Prodigal:002006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,cds-GBGKCCPF_58990,cog_129,1,GBGKCCPF_58990,rare
cds-GBGKCCPF_59000,Erythreapeptin_6.1.1,NZ_GL877879.1.region013,55262,56257,+,CDS,,,NA,NA,0,iolS_2,NA,NA,NA,Aldo-keto reductase IolS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GBGKCCPF_59000,COG:COG0667,NA,11,biosynthetic-additional,biosynthetic-additional (smcogs)SMCOG1039:aldo/keto reductase family oxidoreductase (Score:312.7%3b E-value: 4e-95),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ab initio prediction:Prodigal:002006,similar to AA sequence:UniProtKB:P46336",1.1.1.-,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,cds-GBGKCCPF_59000,cog_70,2,GBGKCCPF_59000,rare
cds-GBGKCCPF_59010,Erythreapeptin_6.1.1,NZ_GL877879.1.region013,56570,57481,-,CDS,,,NA,NA,0,ssuD_5,NA,NA,NA,Alkanesulfonate monooxygenase,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GBGKCCPF_59010,NA,NA,11,biosynthetic-additional,biosynthetic-additional (smcogs)SMCOG1083:oxidoreductase (Score: 182.7%3b E-value: 1.8e-55),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ab initio prediction:Prodigal:002006,protein motif:HAMAP:MF_01229",1.14.14.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,cds-GBGKCCPF_59010,cog_130,1,GBGKCCPF_59010,rare
cds-GBGKCCPF_59020,Erythreapeptin_6.1.1,NZ_GL877879.1.region013,58171,59289,+,CDS,,,NA,NA,0,NA,NA,NA,NA,ISL3 family transposase ISTesp2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GBGKCCPF_59020,NA,NA,11,other,other (smcogs) SMCOG1206:transposase(Score: 317.2%3b E-value: 2.6e-96),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ab initio prediction:Prodigal:002006,similar to AA sequence:ISfinder:ISTesp2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,cds-GBGKCCPF_59020,cog_131,1,GBGKCCPF_59020,rare
cds-GBGKCCPF_59030,Erythreapeptin_6.1.1,NZ_GL877879.1.region013,59402,59953,-,CDS,,,NA,NA,0,NA,NA,NA,NA,Secreted chorismate mutase,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GBGKCCPF_59030,COG:COG1605,NA,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ab initio prediction:Prodigal:002006,similar to AA sequence:UniProtKB:P9WIB9",5.4.99.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,cds-GBGKCCPF_59030,cog_132,1,GBGKCCPF_59030,rare
cds-GBGKCCPF_59040,Erythreapeptin_6.1.1,NZ_GL877879.1.region013,60126,60437,+,CDS,,,NA,NA,0,NA,NA,NA,NA,hypothetical protein,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GBGKCCPF_59040,NA,NA,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ab initio prediction:Prodigal:002006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,cds-GBGKCCPF_59040,cog_133,1,GBGKCCPF_59040,rare
cds-GBGKCCPF_59050,Erythreapeptin_6.1.1,NZ_GL877879.1.region013,60394,60687,+,CDS,,,NA,NA,NA,NA,NA,NA,NA,hypothetical protein,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GBGKCCPF_59050,NA,NA,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ab initio prediction:Prodigal:002006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,cds-GBGKCCPF_59050,cog_134,1,GBGKCCPF_59050,rare
cds-IECPHNMA_01420,Erythreapeptin_6.1.1,NZ_CP031142.1.region003,44,664,+,CDS,,,NA,NA,0,lnrK_2,NA,NA,NA,Transcriptional regulatory protein LnrK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,IECPHNMA_01420,COG:COG2197,NA,11,regulatory,regulatory (smcogs) SMCOG1016:LuxR familyDNA-binding response regulator (Score: 76.7%3b E-value:2.4e-23),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ab initio prediction:Prodigal:002006,similar to AA sequence:UniProtKB:P94439",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,cds-IECPHNMA_01420,cog_89,1,IECPHNMA_01420,rare
cds-IECPHNMA_01430,Erythreapeptin_6.1.1,NZ_CP031142.1.region003,1105,2382,+,CDS,,,NA,NA,0,araN,NA,NA,NA,putative arabinose-binding protein,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,IECPHNMA_01430,COG:COG1653,NA,11,biosynthetic-additional,biosynthetic-additional (smcogs)SMCOG1143:sugar-binding lipoprotein (Score: 205.2%3b E-value:3.4e-62),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ab initio prediction:Prodigal:002006,similar to AA sequence:UniProtKB:P94528",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,cds-IECPHNMA_01430,cog_67,2,IECPHNMA_01430,rare
cds-IECPHNMA_01440,Erythreapeptin_6.1.1,NZ_CP031142.1.region003,2389,3342,+,CDS,,,NA,NA,0,lacF_1,NA,NA,NA,Lactose transport system permease protein LacF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,IECPHNMA_01440,NA,NA,11,transport,transport (smcogs) SMCOG1067:putative ABCtransporter permease protein (Score: 259.6%3b E-value:5.5e-79),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ab initio prediction:Prodigal:002006,similar to AA sequence:UniProtKB:P29823",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,cds-IECPHNMA_01440,cog_05,8,IECPHNMA_01440,medium
cds-IECPHNMA_01450,Erythreapeptin_6.1.1,NZ_CP031142.1.region003,3346,4227,+,CDS,,,NA,NA,0,lacG_1,NA,NA,NA,Lactose transport system permease protein LacG,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,IECPHNMA_01450,NA,NA,11,transport,transport (smcogs) SMCOG1069:putative ABCtransporter permease protein (Score: 244.4%3b E-value:2.2e-74),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ab initio prediction:Prodigal:002006,similar to AA sequence:UniProtKB:P29824",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,cds-IECPHNMA_01450,cog_05,8,IECPHNMA_01450,medium
